accuracy,loss,val_accuracy,val_loss,learning_rate
0.3641975224018097,1.6574642658233643,0.6476190686225891,1.0894105434417725,0.0010000000474974513
0.6531986594200134,1.0483081340789795,0.7873015999794006,0.7196172475814819,0.0010000000474974513
0.7278338670730591,0.7870475053787231,0.8158730268478394,0.5379953384399414,0.0010000000474974513
0.7906846404075623,0.6263303160667419,0.8190476298332214,0.46108174324035645,0.0010000000474974513
0.81144779920578,0.5490872263908386,0.8317460417747498,0.42208531498908997,0.0010000000474974513
0.804713785648346,0.5223893523216248,0.8476190567016602,0.39162927865982056,0.0010000000474974513
0.8249158263206482,0.4488131105899811,0.8539682626724243,0.372295618057251,0.0010000000474974513
0.8383838534355164,0.4247936010360718,0.8571428656578064,0.3573160767555237,0.0010000000474974513
0.8535353541374207,0.3944929838180542,0.8603174686431885,0.3415333926677704,0.0010000000474974513
0.8658810257911682,0.36293309926986694,0.8698412775993347,0.3363127112388611,0.0010000000474974513
0.8793490529060364,0.3327639102935791,0.8634920716285706,0.32663506269454956,0.0010000000474974513
0.875420868396759,0.32116997241973877,0.8698412775993347,0.31557902693748474,0.0010000000474974513
0.8799102306365967,0.321260929107666,0.8761904835700989,0.30719053745269775,0.0010000000474974513
0.8787878751754761,0.30813807249069214,0.8761904835700989,0.29783886671066284,0.0010000000474974513
0.8939393758773804,0.27360042929649353,0.8857142925262451,0.29879599809646606,0.0010000000474974513
0.9051627516746521,0.2564716935157776,0.8857142925262451,0.30405429005622864,0.0010000000474974513
0.9074074029922485,0.24416662752628326,0.8888888955116272,0.2961044907569885,0.0010000000474974513
0.9074074029922485,0.24745339155197144,0.8761904835700989,0.30679312348365784,0.0010000000474974513
0.9141414165496826,0.24082106351852417,0.8920634984970093,0.2882632911205292,0.0010000000474974513
0.9152637720108032,0.22778849303722382,0.8952381014823914,0.2880038022994995,0.0010000000474974513
0.9281706213951111,0.20158898830413818,0.882539689540863,0.2906842827796936,0.0010000000474974513
0.9147025942802429,0.21521684527397156,0.882539689540863,0.282086580991745,0.0010000000474974513
0.9304152727127075,0.19810354709625244,0.8888888955116272,0.2859589457511902,0.0010000000474974513
0.9354657530784607,0.17645102739334106,0.8888888955116272,0.3006438612937927,0.0010000000474974513
0.9388327598571777,0.16784124076366425,0.8952381014823914,0.29382577538490295,0.0010000000474974513
0.9438832998275757,0.16037650406360626,0.8920634984970093,0.3021247982978821,0.0010000000474974513
0.9343434572219849,0.17545969784259796,0.8984127044677734,0.2946995794773102,0.0010000000474974513
0.9438832998275757,0.15266536176204681,0.9015873074531555,0.2969241738319397,0.0005000000237487257
0.9506173133850098,0.13651646673679352,0.8984127044677734,0.29488933086395264,0.0005000000237487257
0.9466891288757324,0.14242494106292725,0.8952381014823914,0.29470017552375793,0.0005000000237487257
0.9517396092414856,0.12737715244293213,0.8984127044677734,0.30702465772628784,0.0005000000237487257
0.9483726024627686,0.14146190881729126,0.8952381014823914,0.3032049536705017,0.0005000000237487257
